ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	time	external_gene_name	description	chromosome_name	start_position	end_position
109	ENSDARG00000039070	101.465393041547	0.474830872999394	0.135224164379762	3.51143506914848	0.000445694325278281	0.0550742279254184	10	im:7138239	im:7138239 [Source:ZFIN;Acc:ZDB-GENE-081007-2]	2	53501750	53525896
110	ENSDARG00000039650	122.372601497165	0.382077330430048	0.10802849821119	3.53681979067327	0.000404975891443569	0.0516644243732361	10	itm2cb	integral membrane protein 2Cb [Source:ZFIN;Acc:ZDB-GENE-030131-7806]	2	48284464	48298985
111	ENSDARG00000039828	45.0891914966852	0.888772516656094	0.260285986616556	3.41459994911444	0.000638757530665656	0.0690258922157758	10	zp3b	zona pellucida glycoprotein 3b [Source:ZFIN;Acc:ZDB-GENE-031124-2]	2	6253246	6258796
112	ENSDARG00000039914	14.1009803563839	1.15920117846772	0.251631376613765	4.60674338020654	4.09024264046102e-06	0.00208723567038044	10	gapdhs	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:ZFIN;Acc:ZDB-GENE-020913-1]	16	45044642	45069882
113	ENSDARG00000039943	149.234503123989	2.24026428959057	0.193778284738463	11.5609666615337	6.49732217089037e-31	1.79040209741055e-26	10	tent5ba	terminal nucleotidyltransferase 5ba [Source:ZFIN;Acc:ZDB-GENE-061110-129]	16	34046733	34056443
114	ENSDARG00000039997	104.658631626271	0.501154541008743	0.151106826563889	3.31655791074967	0.000911336980476566	0.0842480435690083	10	ptp4a3	protein tyrosine phosphatase type IVA, member 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2220]	19	25088150	25149598
115	ENSDARG00000040100	56.4268033907661	0.554398759366079	0.155787697517915	3.55868125788511	0.000372721527632487	0.0495262651849924	10	si:dkey-95h12.1	si:dkey-95h12.1 [Source:ZFIN;Acc:ZDB-GENE-060503-85]	18	8869465	8889382
116	ENSDARG00000040712	26.2764445842925	1.13242326168413	0.197940567864463	5.72102663896339	1.05882292821037e-08	1.82355778811031e-05	10	adprh	ADP-ribosylarginine hydrolase [Source:ZFIN;Acc:ZDB-GENE-040801-190]	12	15148618	15196223
117	ENSDARG00000040732	44.9994586046606	1.02025094366904	0.276281574584172	3.69279400989591	0.000221803679812156	0.0372684280542913	10	elavl2	ELAV like neuron-specific RNA binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-040704-9]	22	38252686	38274995
118	ENSDARG00000041011	20.7056846795085	0.973333279687017	0.273195751164493	3.56276873098574	0.000366963944631687	0.0495262651849924	10	gemin7	gem (nuclear organelle) associated protein 7 [Source:ZFIN;Acc:ZDB-GENE-120409-2]	18	48758916	48760465
119	ENSDARG00000041022	35.0142923835571	0.760300074225437	0.17592059635613	4.32183661250387	1.54735758813137e-05	0.00592208134702057	10	pdcd4b	programmed cell death 4b [Source:ZFIN;Acc:ZDB-GENE-030131-9847]	22	29655981	29689981
120	ENSDARG00000041060	130.401717618869	2.08871259928891	0.415126053299264	5.03151412128584	4.86621259036458e-07	0.00041904173168777	10	lgals9l3	lectin, galactoside-binding, soluble, 9 (galectin 9)-like 3 [Source:ZFIN;Acc:ZDB-GENE-040718-159]	15	31054200	31067589
121	ENSDARG00000041078	13.4172760480444	0.966419196550833	0.215198110474135	4.49083495399458	7.09445110161527e-06	0.00342973148344054	10	chka	choline kinase alpha [Source:ZFIN;Acc:ZDB-GENE-050208-149]	18	21122818	21145374
122	ENSDARG00000041237	48.2663492441958	0.80798160560149	0.172909630005317	4.6728548639925	2.97041677009969e-06	0.00167046539830341	10	med18	mediator of RNA polymerase II transcription, subunit 18 homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040426-1276]	16	7376471	7379328
123	ENSDARG00000041607	430.922083842121	0.565710906287494	0.0943380386757931	5.99663629039019	2.01446548683142e-09	4.27004699654821e-06	10	eif4ebp3l	eukaryotic translation initiation factor 4E binding protein 3, like [Source:ZFIN;Acc:ZDB-GENE-030826-26]	14	6972868	6987649
124	ENSDARG00000041691	41.6970817843343	0.620611459896979	0.16913796397761	3.66926173936404	0.00024325192990338	0.037870340002359	10	bhlhe41	basic helix-loop-helix family, member e41 [Source:ZFIN;Acc:ZDB-GENE-050419-146]	18	16125852	16130165
125	ENSDARG00000041952	7.31482661367706	1.10859349605216	0.329501910506323	3.364452407419	0.000766957105476861	0.0775336767583286	10	prox2	prospero homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-081003-3]	17	52493499	52521002
126	ENSDARG00000042014	12.3746681118522	-0.883710123939074	0.246464680831711	-3.58554467502985	0.000336375410697021	0.0465786975737041	10	cyp11c1	cytochrome P450, family 11, subfamily C, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-070828-1]	16	54459135	54471235
127	ENSDARG00000042221	180.182602412073	0.381992985904298	0.117167395691767	3.26023279470348	0.00111320803670049	0.0954350022331019	10	mthfd1l	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like [Source:ZFIN;Acc:ZDB-GENE-041001-133]	20	26478197	26532167
128	ENSDARG00000042637	334.106959554558	0.472901229095532	0.110226420204886	4.29027113659789	1.78455108411915e-05	0.0065566786231983	10	tert	telomerase reverse transcriptase [Source:ZFIN;Acc:ZDB-GENE-080405-1]	19	627899	642878
129	ENSDARG00000042684	68.6259920133365	-0.424209290339205	0.130816410165224	-3.24278345356992	0.00118368139287423	0.0994436721403732	10	serpinc1	serpin peptidase inhibitor, clade C (antithrombin), member 1 [Source:ZFIN;Acc:ZDB-GENE-030131-264]	22	16022211	16028191
130	ENSDARG00000042982	5.983816663473	-1.30406280273364	0.345311933235921	-3.77647766329202	0.000159061816776612	0.029027201477459	10	cyp2p8	cytochrome P450, family 2, subfamily P, polypeptide 8 [Source:ZFIN;Acc:ZDB-GENE-061030-1]	20	25575391	25580002
131	ENSDARG00000043465	12.8596266973311	1.20331904013941	0.255643557115766	4.70701884184195	2.5136568265684e-06	0.0014455007464112	10	atp6v1b2	ATPase H+ transporting V1 subunit B2 [Source:ZFIN;Acc:ZDB-GENE-030711-4]	10	19554604	19566474
132	ENSDARG00000043511	28.1774109090195	0.656378079355274	0.187687038005468	3.49719451236771	0.000470178871864075	0.0570759867536848	10	prdx6	peroxiredoxin 6 [Source:ZFIN;Acc:ZDB-GENE-040426-1778]	20	15164482	15184869
133	ENSDARG00000043624	31.8020329288305	0.603093039751028	0.175491672818991	3.43659063739783	0.000589085214515783	0.0658480787527944	10	pqlc2	PQ loop repeat containing 2 [Source:ZFIN;Acc:ZDB-GENE-050306-4]	8	10937523	10949847
134	ENSDARG00000044016	123.431676904569	0.357910593711898	0.0913910999409003	3.91625217273178	8.99361759226844e-05	0.021364493652806	10	myo6a	myosin VIa [Source:ZFIN;Acc:ZDB-GENE-040819-2]	20	715739	777219
135	ENSDARG00000044169	23.3825125489055	0.914327653223105	0.201196746033154	4.54444553030912	5.50800476524158e-06	0.00275961053292722	10	prelid1b	PRELI domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-050522-169]	23	45512825	45521759
136	ENSDARG00000044183	9.2219083567041	0.950739684753825	0.268630970278611	3.53920355410906	0.000401336254737644	0.0514382410955838	10	prkab1a	protein kinase, AMP-activated, beta 1 non-catalytic subunit, a [Source:ZFIN;Acc:ZDB-GENE-040718-377]	10	17936441	17946163
137	ENSDARG00000044684	12.7658562730147	-0.896604618012781	0.252000958464834	-3.55794130099667	0.000373772810564491	0.0495262651849924	10	rbp4l	retinol binding protein 4, like [Source:ZFIN;Acc:ZDB-GENE-030131-7591]	21	20338613	20342096
138	ENSDARG00000044688	68.9507481343986	0.581358809500558	0.151863020773323	3.82817888476168	0.00012909491837622	0.0259659822684316	10	dusp4	dual specificity phosphatase 4 [Source:ZFIN;Acc:ZDB-GENE-040426-709]	21	20113470	20120543
139	ENSDARG00000045067	58.9349630400672	-0.479084705487719	0.136014377212251	-3.5223092977892	0.000427804706192669	0.0535844840174782	10	kcnk1a	potassium channel, subfamily K, member 1a [Source:ZFIN;Acc:ZDB-GENE-070620-26]	12	30705769	30712111
140	ENSDARG00000045123	48.3460199313616	0.532402190467726	0.126060302246875	4.22339293955584	2.40651712369135e-05	0.008394175425372	10	oplah	5-oxoprolinase, ATP-hydrolysing [Source:ZFIN;Acc:ZDB-GENE-121214-293]	12	13652361	13721912
141	ENSDARG00000045132	443.139359506475	0.792710422913864	0.16842268313582	4.70667257019413	2.51792843038676e-06	0.0014455007464112	10	vdac1	voltage-dependent anion channel 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6514]	21	45190582	45210092
142	ENSDARG00000045199	24.7539839171706	0.699325369835672	0.19293612840878	3.62464705601425	0.000289356339118055	0.0431000177337142	10	zgc:55262	zgc:55262 [Source:ZFIN;Acc:ZDB-GENE-040426-2814]	7	6684123	6754012
143	ENSDARG00000045465	82.0716177175854	0.627893618681214	0.184490006197925	3.40340179731792	0.000665523323639776	0.0710820182411537	10	lancl2	LanC lantibiotic synthetase component C-like 2 (bacterial) [Source:ZFIN;Acc:ZDB-GENE-070209-191]	24	166892	188943
144	ENSDARG00000045530	21.7105444768921	0.717480455674347	0.184982807014927	3.87863319436196	0.000105045006652104	0.0222327324360532	10	si:ch211-244b2.4	si:ch211-244b2.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8699]	4	26095462	26108053
145	ENSDARG00000046030	154.602736070112	0.966263599630272	0.272568550540941	3.54502967313221	0.000392568889847937	0.0509353346342663	10	zgc:110339	zgc:110339 [Source:ZFIN;Acc:ZDB-GENE-050417-323]	25	10547228	10553685
146	ENSDARG00000046141	25.3318914017563	0.585919205822408	0.169338148592424	3.46005439821268	0.000540066273063932	0.0626971367397834	10	zgc:162025	zgc:162025 [Source:ZFIN;Acc:ZDB-GENE-070424-17]	8	39816523	39822917
147	ENSDARG00000051762	36.2465706261886	-0.614202579255262	0.15807572290333	-3.88549593811362	0.000102121200585291	0.0222327324360532	10	CABZ01080568.1		25	34662358	34670413
148	ENSDARG00000051858	16.8790166238223	0.73164611727601	0.222701404457447	3.28532331917022	0.00101865406591574	0.0914333271673428	10	ccdc33	coiled-coil domain containing 33 [Source:ZFIN;Acc:ZDB-GENE-101011-1]	25	22335914	22363378
149	ENSDARG00000052155	55.3271286740276	0.997318579397567	0.189696377974996	5.25744661044095	1.46069280716001e-07	0.000161003403976405	10	lrrc8ab	leucine rich repeat containing 8 VRAC subunit Ab [Source:ZFIN;Acc:ZDB-GENE-060531-43]	5	64840656	64850497
150	ENSDARG00000052455	74.0716036102137	0.580545562034571	0.156829482895282	3.70176290399562	0.000214106647988223	0.0364192764936017	10	porcnl	porcupine O-acyltransferase like [Source:ZFIN;Acc:ZDB-GENE-030131-5931]	8	22544290	22558773
151	ENSDARG00000052480	993.348531413278	-0.24126592889435	0.0556139812493889	-4.33822437225713	1.43638475985498e-05	0.00565443120608055	10	pdcd11	programmed cell death 11 [Source:ZFIN;Acc:ZDB-GENE-030131-4076]	1	49435017	49481173
152	ENSDARG00000052522	113.76485247886	-0.407753780880162	0.109356130213876	-3.72867785356601	0.000192487033741262	0.0333595767407184	10	snx11	sorting nexin 11 [Source:ZFIN;Acc:ZDB-GENE-041111-253]	12	20605191	20616160
153	ENSDARG00000052728	602.476559198279	-0.373205621880658	0.0744851899646726	-5.01046747759742	5.4297974356266e-07	0.000437921135427457	10	sltm	SAFB-like, transcription modulator [Source:ZFIN;Acc:ZDB-GENE-040426-2647]	7	30532636	30560450
154	ENSDARG00000053129	320.08459109672	0.980092373221255	0.172046489798813	5.69667172150592	1.22168836454178e-08	1.87026914296185e-05	10	carhsp1	calcium regulated heat stable protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1479]	3	27798094	27831815
155	ENSDARG00000053709	19.1622624850832	1.01172197661658	0.259598358889757	3.89725875365116	9.72876564873735e-05	0.0220363296784165	10	si:ch73-89b15.3	si:ch73-89b15.3 [Source:ZFIN;Acc:ZDB-GENE-141212-224]	4	2267641	2290268
156	ENSDARG00000054420	6.03875124545401	-1.3521834925787	0.36469519276548	-3.70770857253452	0.000209143142700733	0.0360196777516338	10	rpe65c	retinal pigment epithelium-specific protein 65c [Source:ZFIN;Acc:ZDB-GENE-081104-505]	8	16702106	16712255
157	ENSDARG00000054534	10.415619492684	0.839044233685414	0.256309537255076	3.27355838050773	0.00106202449485366	0.0941001510616959	10	ACOT12	acyl-CoA thioesterase 12 [Source:NCBI gene;Acc:100536873]	10	42903091	42923385
158	ENSDARG00000054957	20.089284967599	-0.837784152822511	0.217545788079673	-3.8510704354142	0.000117602666333416	0.0245504475263909	10	znf1015	zinc finger protein 1015 [Source:ZFIN;Acc:ZDB-GENE-050913-139]	4	73573395	73587205
159	ENSDARG00000055086	205.279763339801	-0.282500975451963	0.0751874656657912	-3.75728817230895	0.000171764657001364	0.0305364315376102	10	ggnbp2	gametogenetin binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-060929-52]	5	4016271	4052298
160	ENSDARG00000055300	97.9001756166297	-0.466917961516488	0.0985354875472313	-4.73857666044103	2.15224607158688e-06	0.00131793983885885	10	atxn7l2a	ataxin 7-like 2a [Source:ZFIN;Acc:ZDB-GENE-060519-13]	11	36379293	36407866
161	ENSDARG00000055436	14.7867496077081	0.982202592143064	0.212507385811202	4.62196920071137	3.80114458493522e-06	0.00197630830532972	10	ftr97	finTRIM family, member 97 [Source:ZFIN;Acc:ZDB-GENE-061026-1]	20	26931496	26937453
162	ENSDARG00000055543	56.337746556574	0.560658825508655	0.126002945338349	4.44956920652251	8.60427013132901e-06	0.00395165446231503	10	appb	amyloid beta (A4) precursor protein b [Source:ZFIN;Acc:ZDB-GENE-020220-1]	9	35026415	35155089
163	ENSDARG00000056059	260.98188795545	-0.259241337628091	0.0664535881809999	-3.90108863530429	9.57610782877279e-05	0.0219899356108053	10	rangap1b	Ran GTPase activating protein 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1921]	12	19007926	19028068
164	ENSDARG00000056078	19.3924051454142	0.734157288326398	0.209623330001314	3.50226899039242	0.000461313627569914	0.0562476031916662	10	rftn2	raftlin family member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2760]	9	32312920	32343673
165	ENSDARG00000056122	50.2674614289808	1.1402066211054	0.314915486604119	3.62067497346918	0.000293835456482634	0.0435318808539541	10	gdi1	GDP dissociation inhibitor 1 [Source:ZFIN;Acc:ZDB-GENE-050522-504]	23	26063149	26077038
166	ENSDARG00000056233	23.7460601084875	1.14401365530831	0.20073322155915	5.69917448851987	1.20388957104586e-08	1.87026914296185e-05	10	zgc:110591	zgc:110591 [Source:ZFIN;Acc:ZDB-GENE-050522-510]	7	19909774	19923249
167	ENSDARG00000056244	4.3073156935295	1.75491254403739	0.509079693370086	3.4472255854873	0.000566375452304005	0.0647595102227766	10	zgc:171740	zgc:171740 [Source:ZFIN;Acc:ZDB-GENE-071004-29]	21	25054420	25062590
168	ENSDARG00000056819	10.3349020290683	-0.946026560371375	0.257471915827046	-3.67429029038979	0.000238511445137941	0.0378227004332116	10	hoxa9b	homeobox A9b [Source:ZFIN;Acc:ZDB-GENE-000823-2]	16	20915319	20917584
169	ENSDARG00000057128	56.6733090680115	-0.49857197516021	0.131888051453515	-3.7802664431352	0.000156660617750297	0.028779599884848	10	hadhaa	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha a [Source:ZFIN;Acc:ZDB-GENE-031222-5]	20	47953047	47984895
170	ENSDARG00000057218	54.1614916422244	-0.480079083961251	0.130392490881343	-3.6818000846239	0.000231592984932783	0.0378227004332116	10	tbc1d15	TBC1 domain family, member 15 [Source:ZFIN;Acc:ZDB-GENE-041111-251]	18	17002164	17020231
171	ENSDARG00000057273	38.0922395671781	1.14607644342823	0.290893549376151	3.93984825681457	8.15331642818142e-05	0.0206121823389878	10	alox5a	arachidonate 5-lipoxygenase a [Source:ZFIN;Acc:ZDB-GENE-090311-47]	13	18128275	18174864
172	ENSDARG00000057879	44.4019853817694	0.605205327046189	0.164679665535752	3.67504588424609	0.000237806672358293	0.0378227004332116	10	p3h3	prolyl 3-hydroxylase 3 [Source:ZFIN;Acc:ZDB-GENE-060503-231]	16	11992498	12006828
173	ENSDARG00000058094	6.16239876517277	-1.04810012321295	0.320279524657112	-3.27245434854143	0.00106618088935028	0.0941656429068471	10	ciarta	circadian associated repressor of transcription a [Source:ZFIN;Acc:ZDB-GENE-030131-7016]	19	8928434	8940068
174	ENSDARG00000058734	16.7582616410851	1.35388580860856	0.304933740116504	4.43993442015072	8.99862947665231e-06	0.00401566377822037	10	prdx1	peroxiredoxin 1 [Source:ZFIN;Acc:ZDB-GENE-050320-35]	2	6104378	6115688
175	ENSDARG00000058871	14.4916707347986	1.24346822701696	0.282366754080107	4.40373453690724	1.06403133485845e-05	0.00451083807128609	10	si:ch73-142c19.1	si:ch73-142c19.1 [Source:ZFIN;Acc:ZDB-GENE-090311-15]	23	4392147	4409668
176	ENSDARG00000059035	39.3712795930212	0.5488103804449	0.144538401594255	3.79698664432107	0.000146465677262154	0.027840661692003	10	porb	P450 (cytochrome) oxidoreductase b [Source:ZFIN;Acc:ZDB-GENE-030131-5767]	15	1847135	1885247
177	ENSDARG00000059046	33.3055691191593	0.522264432392295	0.14165151957828	3.68696667672299	0.000226943061436159	0.0377593953138171	10	psmd5	proteasome 26S subunit, non-ATPase 5 [Source:ZFIN;Acc:ZDB-GENE-050417-28]	21	5368130	5393125
178	ENSDARG00000059354	32.279555808749	0.6477634195349	0.176227951658502	3.67571326477282	0.000237185805265233	0.0378227004332116	10	glmp	glycosylated lysosomal membrane protein [Source:ZFIN;Acc:ZDB-GENE-040912-142]	19	798589	808265
179	ENSDARG00000059850	26.7294159592962	1.16285114191422	0.231699088571201	5.01879894774329	5.1995531321501e-07	0.000434178442756146	10	slc35f3b	solute carrier family 35, member F3b [Source:ZFIN;Acc:ZDB-GENE-090312-118]	13	39346298	39399967
180	ENSDARG00000059887	46.5401077823727	-0.403603507565679	0.117535786558382	-3.43387762471138	0.000595012759814407	0.0658480787527944	10	eral1	Era-like 12S mitochondrial rRNA chaperone 1 [Source:ZFIN;Acc:ZDB-GENE-060526-84]	5	42258994	42270105
181	ENSDARG00000059948	10.995154308752	1.0633206940489	0.321350938496672	3.30890800886804	0.000936606053486502	0.0851786020127856	10	si:dkey-121b10.7	si:dkey-121b10.7 [Source:ZFIN;Acc:ZDB-GENE-090312-176]	1	52264131	52292235
182	ENSDARG00000060002	40.0329927179839	-0.702578448927066	0.196380906017211	-3.57763116168479	0.000346722245203937	0.0475373385623974	10	ogg1	8-oxoguanine DNA glycosylase [Source:ZFIN;Acc:ZDB-GENE-070112-932]	8	46386601	46406382
183	ENSDARG00000060113	436.867376714196	0.788211485930532	0.205742428752221	3.8310594985723	0.000127592643602992	0.0258525212288532	10	znf395a	zinc finger protein 395a [Source:ZFIN;Acc:ZDB-GENE-061215-52]	17	16090160	16108384
184	ENSDARG00000060246	57.3856508287316	1.08563473333776	0.164333592573978	6.60628613014133	3.94080890109276e-11	1.3574116259814e-07	10	slc16a6b	solute carrier family 16, member 6b [Source:ZFIN;Acc:ZDB-GENE-110208-3]	3	36313532	36328672
185	ENSDARG00000061070	75.0591160195064	0.430248242885696	0.128430555451331	3.35004580003348	0.000807981994138847	0.0789530206754967	10	chst3a	carbohydrate (chondroitin 6) sulfotransferase 3a [Source:ZFIN;Acc:ZDB-GENE-090312-180]	13	29510023	29520852
186	ENSDARG00000061223	6.36063190792876	1.25177938227159	0.351956044128665	3.55663556047351	0.000375634686589614	0.0495262651849924	10	ogfrl1	opioid growth factor receptor-like 1 [Source:ZFIN;Acc:ZDB-GENE-061207-32]	13	27900446	27916565
187	ENSDARG00000061226	14.5380885916645	0.874632326722919	0.222795942217216	3.92571030701355	8.64741785327589e-05	0.0212757362825777	10	timp2a	TIMP metallopeptidase inhibitor 2a [Source:ZFIN;Acc:ZDB-GENE-030612-1]	12	33990947	34035364
188	ENSDARG00000062821	15.0963997112072	1.2041231685864	0.227395229644415	5.29528772643703	1.18829158587195e-07	0.000142367664957772	10	slc6a15	solute carrier family 6 (neutral amino acid transporter), member 15 [Source:ZFIN;Acc:ZDB-GENE-050420-93]	18	16151774	16181952
189	ENSDARG00000063218	106.222805624144	0.504734644319362	0.127520436065639	3.95806868210172	7.5558233405364e-05	0.0200200257665213	10	ppm1la	protein phosphatase, Mg2+/Mn2+ dependent, 1La [Source:ZFIN;Acc:ZDB-GENE-061103-118]	2	6265768	6292510
190	ENSDARG00000063229	1019.38106011141	0.527296041783312	0.150026917804303	3.51467622944253	0.000440290428741169	0.0546515452900524	10	xpo1b	exportin 1 (CRM1 homolog, yeast) b [Source:ZFIN;Acc:ZDB-GENE-070530-6]	17	23964132	23988404
191	ENSDARG00000063684	42.4298762982947	0.646081320143055	0.16887276265941	3.82584680897357	0.000130323317898551	0.0260231112174817	10	ppm1h	protein phosphatase, Mg2+/Mn2+ dependent, 1H [Source:ZFIN;Acc:ZDB-GENE-061027-190]	25	1591964	1624974
192	ENSDARG00000067805	187.399279086193	0.457304301732105	0.134927039465578	3.3892709981884	0.000700787156116231	0.0742726572074571	10	ggcx	gamma-glutamyl carboxylase [Source:ZFIN;Acc:ZDB-GENE-030826-27]	10	7703251	7723457
193	ENSDARG00000067950	61.6368120014343	0.61612297600401	0.12347860704923	4.98971433779103	6.04686465870458e-07	0.000462853895931287	10	zcchc2	zinc finger, CCHC domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-070912-269]	2	50062165	50099982
194	ENSDARG00000069066	162.010461086789	-0.462935291441234	0.100007295645973	-4.62901519785145	3.67408806513384e-06	0.00194698405236208	10	nufip2	nuclear FMR1 interacting protein 2 [Source:ZFIN;Acc:ZDB-GENE-041111-7]	15	30126971	30137780
195	ENSDARG00000069090	43.1615665211651	0.606021716010463	0.150707259045563	4.02118464530794	5.79061915299985e-05	0.0163401248253077	10	atp6v0d1	ATPase H+ transporting V0 subunit d1 [Source:ZFIN;Acc:ZDB-GENE-030131-1531]	7	35086369	35094933
196	ENSDARG00000069192	32.9910349964953	0.995299511937296	0.245899104215458	4.04759307730218	5.17470069912542e-05	0.0150099002594842	10	zgc:163030	zgc:163030 [Source:ZFIN;Acc:ZDB-GENE-060810-77]	13	33669936	33671694
197	ENSDARG00000069752	21.0997359572194	0.948889629403644	0.243518876367022	3.89657526167916	9.75624989391355e-05	0.0220363296784165	10	ckba	creatine kinase, brain a [Source:ZFIN;Acc:ZDB-GENE-060929-902]	13	15682075	15702736
198	ENSDARG00000070000	6.12065116430676	1.25577560885989	0.348014432267393	3.60840095244967	0.000308090093112633	0.0442173469052693	10	txnipb	thioredoxin interacting protein b [Source:ZFIN;Acc:ZDB-GENE-040917-1]	16	42869054	42872572
199	ENSDARG00000070047	118.16077128366	0.418074006765872	0.11998898366238	3.48426992216412	0.000493481538075657	0.059642005540407	10	rgs4	regulator of G protein signaling 4 [Source:ZFIN;Acc:ZDB-GENE-030131-9839]	6	35362225	35366944
200	ENSDARG00000070084	173.071973863907	-0.314151320907865	0.0810231345261737	-3.87730396688592	0.000105620367848407	0.0222327324360532	10	phf10	PHD finger protein 10 [Source:ZFIN;Acc:ZDB-GENE-040426-1573]	13	5978809	6001983
201	ENSDARG00000070142	23.6561958614475	0.920613641890927	0.242508735554069	3.79620816457421	0.000146926139714043	0.027840661692003	10	cart4	cocaine- and amphetamine-regulated transcript 4 [Source:ZFIN;Acc:ZDB-GENE-060503-863]	19	42241530	42244358
202	ENSDARG00000070282	3.35762501091572	-2.00712675113696	0.513833803346337	-3.90617888131449	9.37671091375989e-05	0.0217129954571065	10	NA	NA	NA	NA	NA
203	ENSDARG00000071036	40.4430253521734	1.80650001248834	0.445574585946354	4.05431563977448	5.02812867722064e-05	0.0147399057265417	10	si:dkey-286j15.3	si:dkey-286j15.3 [Source:ZFIN;Acc:ZDB-GENE-060503-635]	22	29990448	30000826
204	ENSDARG00000071212	224.756421120757	0.525306800003624	0.102109682233225	5.14453466620128	2.68184729115863e-07	0.000254830979155749	10	p3h1	prolyl 3-hydroxylase 1 [Source:ZFIN;Acc:ZDB-GENE-031010-35]	11	39075613	39105253
205	ENSDARG00000071235	19.8939040665737	1.54180483555185	0.31179858521275	4.94487437940051	7.61929811205196e-07	0.000538352253271036	10	si:ch211-117c9.5	si:ch211-117c9.5 [Source:ZFIN;Acc:ZDB-GENE-110408-2]	23	6795531	6841245
206	ENSDARG00000071353	51.3894780159769	0.492452861441432	0.140425946922749	3.50685092201898	0.000453443106942607	0.055781599352279	10	si:ch211-235e9.8	si:ch211-235e9.8 [Source:ZFIN;Acc:ZDB-GENE-141219-2]	14	46074311	46113404
207	ENSDARG00000071413	30.0515782366167	0.64736901332033	0.158027499755418	4.09655923381864	4.19336227339183e-05	0.0128013255828894	10	mier2	mesoderm induction early response 1, family member 2 [Source:ZFIN;Acc:ZDB-GENE-050208-795]	22	21516689	21547857
208	ENSDARG00000074193	25.7752592915489	-0.871383064622408	0.196779374091285	-4.42822358108618	9.50123839755224e-06	0.00409087695754609	10	NA	NA	NA	NA	NA
209	ENSDARG00000074468	79.9626453437757	-0.542820043790602	0.158226787701913	-3.43064566799671	0.000602146576292349	0.0663710042252479	10	prdm11	PR domain containing 11 [Source:ZFIN;Acc:ZDB-GENE-061221-1]	25	7692075	7709797
210	ENSDARG00000074548	91.5907801953448	-0.574580583047873	0.145684199538079	-3.94401441521933	8.01288382749995e-05	0.0204447246991286	10	zbtb17	zinc finger and BTB domain containing 17 [Source:ZFIN;Acc:ZDB-GENE-090313-240]	23	24238452	24253200
211	ENSDARG00000074696	14.8767430200657	0.938845334572305	0.21023148685685	4.46576936979749	7.97815195701781e-06	0.00379044750564798	10	zgc:194621	zgc:194621 [Source:ZFIN;Acc:ZDB-GENE-081022-130]	24	26395205	26399623
212	ENSDARG00000074773	9.79471984735766	0.981657339390431	0.269803481425534	3.63841613237807	0.000274319929358464	0.0412416096170292	10	si:dkey-110g7.8	si:dkey-110g7.8 [Source:ZFIN;Acc:ZDB-GENE-131121-280]	3	24201956	24205339
213	ENSDARG00000075014	60.5376663393341	0.968773263175496	0.231892217529693	4.17768769256539	2.94487628099835e-05	0.00977698925291452	10	sqstm1	sequestosome 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2204]	14	16765992	16771405
214	ENSDARG00000075191	9.79903824325727	0.941655820261184	0.275945977727833	3.41246438166946	0.000643783394879537	0.0692972469894551	10	oacyl	O-acyltransferase like [Source:ZFIN;Acc:ZDB-GENE-090710-2]	21	10828828	10846928
215	ENSDARG00000075225	14.3291685612286	0.720185475907275	0.221664446814369	3.24898957075597	0.00115815724312	0.0977342215319577	10	si:ch211-223a10.1	si:ch211-223a10.1 [Source:ZFIN;Acc:ZDB-GENE-090313-86]	13	31070181	31090040
216	ENSDARG00000075536	134.2442626405	0.378688931523533	0.106456099642428	3.5572309411626	0.000374784651153982	0.0495262651849924	10	cpne1	copine I [Source:ZFIN;Acc:ZDB-GENE-030131-3562]	11	26375979	26401674
217	ENSDARG00000075627	29.9384928785911	0.577196689903806	0.161404089107438	3.57609706851724	0.000348762196779377	0.0475766885863986	10	NA	NA	NA	NA	NA
218	ENSDARG00000076223	78.1381193032063	0.831368577139322	0.206913258642785	4.01795700571609	5.87049048376202e-05	0.0163401248253077	10	SERP1	zgc:92744 [Source:ZFIN;Acc:ZDB-GENE-040718-312]	2	3502430	3509245
219	ENSDARG00000076590	165.079497133197	-0.259310423731625	0.0712896641317195	-3.63741963003929	0.000275383080618863	0.0412416096170292	10	atad2	ATPase family, AAA domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-030131-7003]	16	43319342	43335914
